,icont,frequency,vc,vb,mode,corner,temperature,bias_current
0,2.5e-05,5e-07,0.910382,0.683092,C-coupled,ss,27.0,2.5e-05
1,0.000125,3068860.0,1.39256,0.525027,full-RC,tt,75.0,0.000125
2,0.00025,4268470.0,1.70237,0.37636,C-decoupled,tt,27.0,0.00025
3,0.0001,2993890.0,1.24807,0.501567,full-RC,tt,27.0,0.0001
4,0.000225,3791660.0,1.6461,0.371255,full-RC,sf,50.0,0.000225
5,0.00015,3265590.0,1.48837,0.557393,C-decoupled,ff,100.0,0.00015
6,2.5e-05,362246.0,0.915048,0.852316,full-RC,fs,75.0,2.5e-05
7,5e-05,1869740.0,1.01746,0.629314,schematic,sf,75.0,5e-05
8,0.000225,3836920.0,1.75856,0.428435,schematic,sf,100.0,0.000225
9,0.00015,3264930.0,1.52177,0.469224,full-RC,ss,75.0,0.00015
10,7.5e-05,2455670.0,1.19546,0.644551,C-decoupled,fs,50.0,7.5e-05
11,0.00025,4152080.0,1.70237,0.37636,C-coupled,tt,27.0,0.00025
12,0.0002,3844300.0,1.65716,0.457582,schematic,tt,75.0,0.0002
13,0.0002,3862920.0,1.61976,0.484361,schematic,ff,75.0,0.0002
14,0.00015,3364830.0,1.48459,0.439186,C-coupled,ss,50.0,0.00015
15,7.5e-05,2268210.0,1.1613,0.592819,full-RC,sf,100.0,7.5e-05
16,0.000175,3579050.0,1.58185,0.533518,schematic,ff,100.0,0.000175
17,0.000175,3618060.0,1.56794,0.491932,C-coupled,fs,50.0,0.000175
18,2.5e-05,826569.0,0.911683,0.640982,schematic,ss,0.0,2.5e-05
19,0.000225,3847940.0,1.72321,0.39051,full-RC,ss,50.0,0.000225
20,0.0001,2648740.0,1.31501,0.596391,C-coupled,tt,100.0,0.0001
21,0.000125,3366720.0,1.33686,0.464975,C-coupled,tt,27.0,0.000125
22,0.00015,4039790.0,1.34995,0.358484,schematic,sf,0.0,0.00015
23,0.0002,3623980.0,1.61849,0.484324,C-coupled,ff,75.0,0.0002
24,0.00025,4477230.0,1.68031,0.387879,full-RC,fs,0.0,0.00025
25,0.0002,4794510.0,1.5076,0.386321,schematic,fs,-25.0,0.0002
26,0.0001,3121610.0,1.24807,0.501567,C-decoupled,tt,27.0,0.0001
27,0.000225,5e-07,1.6188,0.335168,C-coupled,ss,0.0,0.000225
28,7.5e-05,3050870.0,1.08857,0.423463,schematic,sf,-25.0,7.5e-05
29,0.000125,3426030.0,1.33118,0.442346,schematic,sf,50.0,0.000125
30,0.0002,3542400.0,1.62035,0.412911,C-coupled,sf,75.0,0.0002
31,2.5e-05,460349.0,0.917189,0.776378,schematic,fs,27.0,2.5e-05
32,0.000125,3120290.0,1.39256,0.525027,C-decoupled,tt,75.0,0.000125
33,2.5e-05,391025.0,0.917062,0.812682,C-coupled,fs,50.0,2.5e-05
34,0.0002,3555130.0,1.74606,0.532325,C-decoupled,fs,100.0,0.0002
35,0.0001,2707570.0,1.32479,0.620238,full-RC,fs,75.0,0.0001
36,0.0001,2860590.0,1.25744,0.507996,C-decoupled,sf,75.0,0.0001
37,2.5e-05,726148.0,0.857243,0.651357,C-decoupled,sf,27.0,2.5e-05
38,0.0002,3947330.0,1.53116,0.357586,C-decoupled,sf,27.0,0.0002
39,0.000125,3098120.0,1.42597,0.495519,C-decoupled,ss,75.0,0.000125
40,0.000225,5e-07,1.61752,0.335132,schematic,ss,0.0,0.000225
41,0.000125,3026860.0,1.42723,0.57728,C-coupled,fs,75.0,0.000125
42,0.0002,3818680.0,1.60376,0.377507,full-RC,ss,27.0,0.0002
43,0.0001,3243380.0,1.21712,0.445759,schematic,sf,27.0,0.0001
44,2.5e-05,696958.0,0.907426,0.71926,schematic,ss,50.0,2.5e-05
45,0.00025,5e-07,1.58908,0.319092,schematic,tt,-25.0,0.00025
46,0.0002,3807310.0,1.62265,0.412977,schematic,sf,75.0,0.0002
47,0.000125,3253780.0,1.39743,0.546038,C-decoupled,fs,50.0,0.000125
48,0.0002,3696250.0,1.70844,0.487054,schematic,tt,100.0,0.0002
49,0.0001,3264650.0,1.25302,0.43663,C-decoupled,ss,0.0,0.0001
50,0.000225,3614050.0,1.79427,0.472066,C-decoupled,tt,100.0,0.000225
51,0.000225,5e-07,1.56667,0.372037,schematic,fs,-25.0,0.000225
52,0.00025,3759170.0,1.77493,0.388519,full-RC,sf,75.0,0.00025
53,5e-05,1956190.0,1.01967,0.547798,full-RC,tt,-25.0,5e-05
54,2.5e-05,450178.0,0.921787,0.734067,C-coupled,fs,0.0,2.5e-05
55,0.000125,3604180.0,1.36876,0.517529,schematic,fs,27.0,0.000125
56,5e-05,1673590.0,1.06566,0.683127,full-RC,fs,27.0,5e-05
57,0.00025,3908240.0,1.77084,0.455787,C-coupled,ff,75.0,0.00025
58,0.000175,3791970.0,1.53041,0.464524,C-coupled,fs,27.0,0.000175
59,0.000125,3311870.0,1.37091,0.517563,full-RC,fs,27.0,0.000125
60,0.0002,4558300.0,1.50983,0.386377,C-decoupled,fs,-25.0,0.0002
61,0.000175,3951180.0,1.45221,0.386339,C-coupled,tt,0.0,0.000175
62,0.00025,4341430.0,1.79023,0.444593,schematic,fs,50.0,0.00025
63,5e-05,1890260.0,1.02653,0.583055,full-RC,tt,0.0,5e-05
64,5e-05,1818300.0,0.99612,0.580577,C-coupled,ff,-25.0,5e-05
65,0.0001,3163490.0,1.22467,0.467312,C-coupled,tt,0.0,0.0001
66,0.000125,3719810.0,1.27531,0.380811,schematic,sf,0.0,0.000125
67,0.0001,2783330.0,1.32479,0.620238,C-coupled,fs,75.0,0.0001
68,5e-05,1968800.0,1.05891,0.588632,C-decoupled,ss,27.0,5e-05
69,0.0002,3902940.0,1.56709,0.401473,C-coupled,tt,27.0,0.0002
70,0.000225,3996880.0,1.69744,0.468901,schematic,ff,75.0,0.000225
71,5e-05,1530830.0,1.02162,0.725722,C-coupled,ff,75.0,5e-05
72,0.0001,3143740.0,1.19194,0.411398,C-coupled,sf,0.0,0.0001
73,0.000125,3313290.0,1.36811,0.43648,full-RC,ss,27.0,0.000125
74,0.00015,3525360.0,1.48548,0.515391,C-decoupled,fs,50.0,0.00015
75,0.00015,3371870.0,1.48459,0.439186,full-RC,ss,50.0,0.00015
76,2.5e-05,430213.0,0.915104,0.812672,schematic,fs,50.0,2.5e-05
77,0.000225,3869780.0,1.6461,0.371255,C-coupled,sf,50.0,0.000225
78,0.0002,3786700.0,1.64608,0.473174,full-RC,fs,50.0,0.0002
79,0.000175,5e-07,1.41318,0.357603,full-RC,tt,-25.0,0.000175
80,5e-05,2050170.0,0.9884,0.484844,full-RC,sf,-25.0,5e-05
81,0.00015,3493900.0,1.45033,0.466279,C-decoupled,tt,50.0,0.00015
82,2.5e-05,598790.0,0.906719,0.758838,C-decoupled,ss,75.0,2.5e-05
83,0.000125,3152920.0,1.39138,0.505254,schematic,sf,100.0,0.000125
84,0.00015,4011640.0,1.38233,0.425712,C-coupled,fs,-25.0,0.00015
85,5e-05,1961350.0,1.01967,0.547798,C-coupled,tt,-25.0,5e-05
86,0.000225,4216810.0,1.58214,0.357411,full-RC,tt,0.0,0.000225
87,0.000225,4030310.0,1.77236,0.486775,schematic,fs,75.0,0.000225
88,0.000125,3119290.0,1.45667,0.608642,schematic,fs,100.0,0.000125
89,0.000225,4005720.0,1.64434,0.439418,C-decoupled,ff,50.0,0.000225
90,0.0002,3660000.0,1.64743,0.403648,full-RC,ss,50.0,0.0002
91,0.00025,3670160.0,1.87701,0.459398,C-coupled,tt,100.0,0.00025
92,0.000175,3393970.0,1.61162,0.448837,full-RC,ss,75.0,0.000175
93,0.0002,5e-07,1.5081,0.319935,C-coupled,ss,-25.0,0.0002
94,5e-05,1641540.0,1.04734,0.69124,C-coupled,tt,75.0,5e-05
95,0.00015,3700530.0,1.48326,0.515342,schematic,fs,50.0,0.00015
96,7.5e-05,2780220.0,1.13317,0.51736,C-decoupled,tt,0.0,7.5e-05
97,0.00015,4003770.0,1.31832,0.403911,C-coupled,ff,-25.0,0.00015
98,0.000225,4113540.0,1.59867,0.412522,C-coupled,ff,27.0,0.000225
99,0.000125,2941980.0,1.45853,0.526653,full-RC,ss,100.0,0.000125
100,0.00025,5e-07,1.60629,0.305757,C-coupled,sf,0.0,0.00025
101,0.0001,3172050.0,1.19683,0.500216,C-coupled,ff,0.0,0.0001
102,0.0002,3872470.0,1.64608,0.473174,C-decoupled,fs,50.0,0.0002
103,0.000175,4179300.0,1.41964,0.341186,schematic,sf,0.0,0.000175
104,0.000175,4612050.0,1.44568,0.403731,schematic,fs,-25.0,0.000175
105,5e-05,1660270.0,1.00922,0.655429,C-coupled,ff,27.0,5e-05
106,0.0001,2742120.0,1.28119,0.540842,C-decoupled,sf,100.0,0.0001
107,5e-05,1714500.0,1.08175,0.693745,C-decoupled,ss,100.0,5e-05
108,0.000125,3257560.0,1.36109,0.556487,schematic,ff,75.0,0.000125
109,2.5e-05,5e-07,0.893509,0.632647,C-coupled,tt,-25.0,2.5e-05
110,0.000125,3166100.0,1.3582,0.473652,C-decoupled,sf,75.0,0.000125
111,0.000225,4388170.0,1.59994,0.412558,schematic,ff,27.0,0.000225
112,0.0001,3403570.0,1.25559,0.524865,schematic,fs,0.0,0.0001
113,2.5e-05,5e-07,0.866105,0.746366,full-RC,ff,27.0,2.5e-05
114,5e-05,1872900.0,1.05115,0.609812,C-decoupled,fs,-25.0,5e-05
115,0.000125,3268860.0,1.36308,0.493608,C-decoupled,tt,50.0,0.000125
116,0.000125,3314440.0,1.30312,0.41378,full-RC,sf,27.0,0.000125
117,0.00015,3912300.0,1.37891,0.35158,full-RC,ss,-25.0,0.00015
118,0.00025,3896920.0,1.71641,0.36051,C-coupled,sf,50.0,0.00025
119,0.0002,5e-07,1.4745,0.342333,schematic,tt,-25.0,0.0002
120,7.5e-05,2284380.0,1.22388,0.618065,full-RC,ss,100.0,7.5e-05
121,0.0001,2816650.0,1.25744,0.507996,full-RC,sf,75.0,0.0001
122,7.5e-05,2567950.0,1.13635,0.619468,schematic,ff,50.0,7.5e-05
123,5e-05,1719400.0,1.00922,0.655429,C-decoupled,ff,27.0,5e-05
124,7.5e-05,2497210.0,1.18158,0.613798,full-RC,fs,27.0,7.5e-05
125,2.5e-05,743745.0,0.912764,0.640987,full-RC,ss,0.0,2.5e-05
126,0.00025,5e-07,1.68133,0.324895,full-RC,ss,0.0,0.00025
127,0.000175,3507350.0,1.53724,0.503011,full-RC,ff,75.0,0.000175
128,0.000225,3720030.0,1.69912,0.399709,C-decoupled,sf,75.0,0.000225
129,0.000175,3905300.0,1.46078,0.4448,C-decoupled,ff,27.0,0.000175
130,0.000175,3357520.0,1.58243,0.458605,C-decoupled,sf,100.0,0.000175
131,5e-05,1798300.0,1.05115,0.609812,C-coupled,fs,-25.0,5e-05
132,0.0001,2887740.0,1.2683,0.531158,C-coupled,tt,50.0,0.0001
133,2.5e-05,529280.0,0.885961,0.75084,C-decoupled,tt,50.0,2.5e-05
134,0.00015,3870690.0,1.35078,0.433937,C-decoupled,ff,0.0,0.00015
135,0.000175,3922600.0,1.53041,0.464524,C-decoupled,fs,27.0,0.000175
136,5e-05,1807430.0,1.00245,0.616357,C-decoupled,ff,0.0,5e-05
137,5e-05,1537250.0,1.07943,0.752132,full-RC,fs,75.0,5e-05
138,7.5e-05,2207030.0,1.16519,0.688573,full-RC,ff,100.0,7.5e-05
139,0.00015,3331400.0,1.41553,0.418046,C-coupled,sf,50.0,0.00015
140,7.5e-05,2664990.0,1.17634,0.519795,C-decoupled,ss,27.0,7.5e-05
141,0.000125,2997660.0,1.42597,0.495519,C-coupled,ss,75.0,0.000125
142,0.0002,3827560.0,1.60376,0.377507,C-coupled,ss,27.0,0.0002
143,0.0002,5e-07,1.43956,0.299602,full-RC,sf,-25.0,0.0002
144,0.000225,5e-07,1.53296,0.329731,C-coupled,tt,-25.0,0.000225
145,0.000225,3683370.0,1.75181,0.498339,C-decoupled,ff,100.0,0.000225
146,0.0002,3399220.0,1.74992,0.461327,full-RC,ss,100.0,0.0002
147,0.0001,3418800.0,1.17608,0.468564,C-decoupled,ff,-25.0,0.0001
148,2.5e-05,583704.0,0.904193,0.798593,schematic,ss,100.0,2.5e-05
149,7.5e-05,2924210.0,1.14419,0.452241,C-decoupled,ss,-25.0,7.5e-05
150,0.000225,3780370.0,1.73673,0.443067,full-RC,tt,75.0,0.000225
151,0.000125,3125270.0,1.4573,0.526626,schematic,ss,100.0,0.000125
152,0.000175,3855040.0,1.49484,0.41792,C-decoupled,tt,27.0,0.000175
153,0.0001,2651460.0,1.31501,0.596391,full-RC,tt,100.0,0.0001
154,0.00025,5e-07,1.64308,0.346351,full-RC,tt,0.0,0.00025
155,0.0001,2892370.0,1.2985,0.499461,C-coupled,ss,50.0,0.0001
156,0.00015,3455080.0,1.52052,0.469193,schematic,ss,75.0,0.00015
157,0.000175,3996040.0,1.48732,0.432738,C-coupled,fs,0.0,0.000175
158,0.0001,3115790.0,1.23712,0.475429,schematic,sf,50.0,0.0001
159,0.0001,3153230.0,1.22467,0.467312,full-RC,tt,0.0,0.0001
160,0.0002,4149940.0,1.48329,0.327176,C-decoupled,sf,0.0,0.0002
161,0.000175,3476880.0,1.53797,0.428796,C-coupled,sf,75.0,0.000175
162,0.000225,4126780.0,1.67315,0.431095,full-RC,fs,27.0,0.000225
163,7.5e-05,2273900.0,1.19425,0.65284,full-RC,tt,100.0,7.5e-05
164,0.00015,4343540.0,1.38018,0.425672,schematic,fs,-25.0,0.00015
165,0.000175,3432690.0,1.53797,0.428796,full-RC,sf,75.0,0.000175
166,0.0002,4179940.0,1.56709,0.401473,schematic,tt,27.0,0.0002
167,0.000175,3881990.0,1.41747,0.341139,C-coupled,sf,0.0,0.000175
168,0.000125,3812740.0,1.27827,0.46193,schematic,ff,0.0,0.000125
169,7.5e-05,2181430.0,1.22744,0.712311,C-coupled,fs,100.0,7.5e-05
170,0.0002,4447730.0,1.50983,0.386377,full-RC,fs,-25.0,0.0002
171,2.5e-05,773098.0,0.912764,0.640987,C-decoupled,ss,0.0,2.5e-05
172,0.0001,2813460.0,1.28465,0.630833,schematic,ff,100.0,0.0001
173,0.000225,3957040.0,1.5994,0.345404,full-RC,sf,27.0,0.000225
174,0.000175,3654870.0,1.45965,0.372251,C-coupled,sf,27.0,0.000175
175,0.000125,2944970.0,1.39004,0.588405,full-RC,ff,100.0,0.000125
176,0.000175,4064520.0,1.44531,0.334022,C-coupled,ss,-25.0,0.000175
177,2.5e-05,467105.0,0.86917,0.703329,C-coupled,ff,0.0,2.5e-05
178,7.5e-05,2219090.0,1.16519,0.688573,C-coupled,ff,100.0,7.5e-05
179,2.5e-05,411908.0,0.863668,0.783243,C-decoupled,ff,50.0,2.5e-05
180,0.00015,3605630.0,1.45331,0.487492,full-RC,fs,27.0,0.00015
181,0.00025,4197360.0,1.66334,0.400185,C-coupled,ff,27.0,0.00025
182,0.000175,3696950.0,1.60802,0.521887,schematic,fs,75.0,0.000175
183,7.5e-05,2174390.0,1.22744,0.712311,full-RC,fs,100.0,7.5e-05
184,5e-05,1745690.0,1.07348,0.657444,full-RC,ss,75.0,5e-05
185,0.000175,3433100.0,1.58058,0.533483,C-decoupled,ff,100.0,0.000175
186,0.000225,3884370.0,1.72321,0.39051,C-decoupled,ss,50.0,0.000225
187,0.00025,3976170.0,1.77084,0.455787,C-decoupled,ff,75.0,0.00025
188,7.5e-05,2543270.0,1.14905,0.553327,full-RC,tt,27.0,7.5e-05
189,5e-05,2039030.0,1.00429,0.559159,schematic,sf,27.0,5e-05
190,7.5e-05,2338270.0,1.22388,0.618065,C-decoupled,ss,100.0,7.5e-05
191,0.000125,3380050.0,1.37091,0.517563,C-coupled,fs,27.0,0.000125
192,2.5e-05,5e-07,0.861262,0.823483,C-coupled,ff,75.0,2.5e-05
193,0.00015,3595650.0,1.38614,0.46686,full-RC,ff,27.0,0.00015
194,0.000225,3591480.0,1.83275,0.516049,C-coupled,fs,100.0,0.000225
195,0.0002,3513650.0,1.74606,0.532325,C-coupled,fs,100.0,0.0002
196,7.5e-05,2659570.0,1.11675,0.492577,C-decoupled,sf,27.0,7.5e-05
197,0.000225,3948120.0,1.64434,0.439418,C-coupled,ff,50.0,0.000225
198,0.000125,3157570.0,1.32905,0.442308,full-RC,sf,50.0,0.000125
199,0.0001,3317450.0,1.17608,0.468564,C-coupled,ff,-25.0,0.0001
200,0.0002,4047790.0,1.60933,0.428227,schematic,tt,50.0,0.0002
201,0.0001,3400020.0,1.1706,0.380166,C-decoupled,sf,-25.0,0.0001
202,7.5e-05,2559450.0,1.12221,0.58803,C-decoupled,ff,27.0,7.5e-05
203,0.000175,3518360.0,1.53797,0.428796,C-decoupled,sf,75.0,0.000175
204,0.00025,4073580.0,1.71366,0.426726,full-RC,ff,50.0,0.00025
205,0.00015,3851660.0,1.41368,0.38027,C-decoupled,ss,0.0,0.00015
206,0.000225,3862430.0,1.68323,0.414182,full-RC,tt,50.0,0.000225
207,0.000175,3561170.0,1.61883,0.505146,schematic,tt,100.0,0.000175
208,0.0001,2958630.0,1.29098,0.563656,schematic,tt,75.0,0.0001
209,0.00015,3495210.0,1.4516,0.411859,C-coupled,ss,27.0,0.00015
210,0.000125,2961350.0,1.39004,0.588405,C-coupled,ff,100.0,0.000125
211,0.0002,3594090.0,1.62035,0.412911,C-decoupled,sf,75.0,0.0002
212,0.00025,4015090.0,1.74253,0.354091,full-RC,ss,27.0,0.00025
213,5e-05,1976530.0,0.995119,0.520308,full-RC,sf,0.0,5e-05
214,2.5e-05,603320.0,0.890855,0.67171,full-RC,tt,0.0,2.5e-05
215,0.0001,3558520.0,1.17721,0.468573,schematic,ff,-25.0,0.0001
216,0.000125,3422260.0,1.39526,0.546001,schematic,fs,50.0,0.000125
217,7.5e-05,2236750.0,1.19425,0.65284,C-coupled,tt,100.0,7.5e-05
218,7.5e-05,2686440.0,1.13227,0.523847,schematic,sf,50.0,7.5e-05
219,0.000225,3668310.0,1.75181,0.498339,C-coupled,ff,100.0,0.000225
220,5e-05,1845740.0,1.03388,0.621637,C-decoupled,tt,27.0,5e-05
221,0.000175,3468330.0,1.61031,0.521951,full-RC,fs,75.0,0.000175
222,0.000175,3855930.0,1.49864,0.399237,schematic,sf,50.0,0.000175
223,5e-05,1670040.0,1.08175,0.693745,full-RC,ss,100.0,5e-05
224,0.000125,3917290.0,1.24778,0.350805,schematic,sf,-25.0,0.000125
225,2.5e-05,563462.0,0.885961,0.75084,schematic,tt,50.0,2.5e-05
226,0.00015,3832810.0,1.3146,0.329413,C-coupled,sf,-25.0,0.00015
227,0.000175,4090450.0,1.52816,0.464468,schematic,fs,27.0,0.000175
228,0.000175,3632320.0,1.49642,0.399183,C-decoupled,sf,50.0,0.000175
229,0.00025,5e-07,1.55355,0.341356,C-coupled,ff,-25.0,0.00025
230,0.000175,3882110.0,1.49793,0.472623,schematic,ff,50.0,0.000175
231,0.000225,4353210.0,1.63606,0.387864,schematic,tt,27.0,0.000225
232,7.5e-05,2354230.0,1.14977,0.653907,C-decoupled,ff,75.0,7.5e-05
233,2.5e-05,369886.0,0.860299,0.863817,schematic,ff,100.0,2.5e-05
234,0.000225,4347680.0,1.61867,0.400226,full-RC,fs,0.0,0.000225
235,7.5e-05,2607970.0,1.14737,0.55819,schematic,sf,75.0,7.5e-05
236,2.5e-05,391095.0,0.917062,0.812682,full-RC,fs,50.0,2.5e-05
237,7.5e-05,2406630.0,1.19546,0.644551,full-RC,fs,50.0,7.5e-05
238,2.5e-05,550417.0,0.888123,0.714297,full-RC,tt,27.0,2.5e-05
239,0.000175,3603200.0,1.49669,0.472593,C-coupled,ff,50.0,0.000175
240,0.0001,2747920.0,1.26044,0.597766,C-coupled,ff,75.0,0.0001
241,0.000125,3152110.0,1.39535,0.464605,full-RC,ss,50.0,0.000125
242,2.5e-05,338256.0,0.859212,0.863811,full-RC,ff,100.0,2.5e-05
243,0.000175,4243990.0,1.44787,0.40378,full-RC,fs,-25.0,0.000175
244,5e-05,1616980.0,1.01505,0.689001,C-coupled,ff,50.0,5e-05
245,0.000175,4056590.0,1.462,0.444828,schematic,ff,27.0,0.000175
246,0.00015,3272130.0,1.45103,0.44843,C-coupled,sf,75.0,0.00015
247,0.000175,3478460.0,1.65678,0.478316,schematic,ss,100.0,0.000175
248,7.5e-05,2582300.0,1.11675,0.492577,C-coupled,sf,27.0,7.5e-05
249,0.00025,3734340.0,1.91634,0.50233,C-decoupled,fs,100.0,0.00025
250,0.0002,3838260.0,1.53116,0.357586,full-RC,sf,27.0,0.0002
251,0.00015,3427890.0,1.48548,0.515391,C-coupled,fs,50.0,0.00015
252,7.5e-05,2385860.0,1.13522,0.61946,C-coupled,ff,50.0,7.5e-05
253,0.00015,3620010.0,1.4516,0.411859,C-decoupled,ss,27.0,0.00015
254,0.0002,3745220.0,1.69435,0.502722,C-decoupled,fs,75.0,0.0002
255,7.5e-05,2751850.0,1.15055,0.545652,full-RC,fs,-25.0,7.5e-05
256,2.5e-05,472454.0,0.882104,0.830834,schematic,tt,100.0,2.5e-05
257,0.00015,4111360.0,1.38233,0.425712,C-decoupled,fs,-25.0,0.00015
258,0.000175,3888060.0,1.56567,0.491872,schematic,fs,50.0,0.000175
259,0.0001,3020570.0,1.2774,0.470319,full-RC,ss,27.0,0.0001
260,5e-05,1881350.0,1.00231,0.559147,full-RC,sf,27.0,5e-05
261,0.0002,5e-07,1.50686,0.319904,schematic,ss,-25.0,0.0002
262,2.5e-05,5e-07,0.908513,0.719266,C-coupled,ss,50.0,2.5e-05
263,0.000175,3326160.0,1.65807,0.478355,C-decoupled,ss,100.0,0.000175
264,0.000175,4228050.0,1.37887,0.312903,C-decoupled,sf,-25.0,0.000175
265,0.00025,5e-07,1.55288,0.279222,C-coupled,sf,-25.0,0.00025
266,5e-05,1753530.0,1.00245,0.616357,C-coupled,ff,0.0,5e-05
267,0.0002,5e-07,1.5081,0.319935,C-decoupled,ss,-25.0,0.0002
268,0.00025,4543330.0,1.60589,0.369402,C-decoupled,ff,0.0,0.00025
269,5e-05,1643670.0,1.01505,0.689001,C-decoupled,ff,50.0,5e-05
270,0.00025,3618320.0,1.83808,0.416727,full-RC,sf,100.0,0.00025
271,2.5e-05,530379.0,0.905287,0.798599,C-coupled,ss,100.0,2.5e-05
272,0.000225,3522380.0,1.83796,0.447218,C-coupled,ss,100.0,0.000225
273,0.0002,3519960.0,1.70844,0.487054,C-decoupled,tt,100.0,0.0002
274,2.5e-05,349162.0,0.9134,0.892069,C-decoupled,fs,100.0,2.5e-05
275,0.0002,3880250.0,1.56709,0.401473,full-RC,tt,27.0,0.0002
276,0.000225,3776690.0,1.8366,0.44717,schematic,ss,100.0,0.000225
277,0.000225,4177320.0,1.68323,0.414182,schematic,tt,50.0,0.000225
278,7.5e-05,2638210.0,1.16273,0.584371,schematic,tt,50.0,7.5e-05
279,7.5e-05,2340750.0,1.1613,0.592819,C-decoupled,sf,100.0,7.5e-05
280,0.000175,3963300.0,1.45221,0.386339,full-RC,tt,0.0,0.000175
281,5e-05,1746220.0,1.00245,0.616357,full-RC,ff,0.0,5e-05
282,0.0001,3607820.0,1.20306,0.436154,schematic,tt,-25.0,0.0001
283,2.5e-05,429073.0,0.882104,0.830834,C-coupled,tt,100.0,2.5e-05
284,0.000175,3336980.0,1.65558,0.552043,full-RC,fs,100.0,0.000175
285,0.0002,4470590.0,1.48575,0.395458,schematic,ff,0.0,0.0002
286,5e-05,2128550.0,0.9884,0.484844,C-decoupled,sf,-25.0,5e-05
287,0.000225,4101620.0,1.67449,0.364819,C-decoupled,ss,27.0,0.000225
288,0.000125,3165450.0,1.33152,0.524651,C-coupled,ff,50.0,0.000125
289,0.000125,3548830.0,1.36692,0.436458,schematic,ss,27.0,0.000125
290,0.0001,2886310.0,1.23504,0.475401,full-RC,sf,50.0,0.0001
291,0.00015,3355760.0,1.4896,0.557422,schematic,ff,100.0,0.00015
292,0.000175,3448680.0,1.57396,0.475106,C-coupled,tt,75.0,0.000175
293,0.0002,3745370.0,1.60933,0.428227,C-coupled,tt,50.0,0.0002
294,2.5e-05,840478.0,0.862795,0.569252,C-coupled,sf,-25.0,2.5e-05
295,0.000225,4050980.0,1.63606,0.387864,full-RC,tt,27.0,0.000225
296,0.0001,2672750.0,1.28119,0.540842,C-coupled,sf,100.0,0.0001
297,0.00025,3826370.0,1.81336,0.430795,full-RC,tt,75.0,0.00025
298,0.000125,2914500.0,1.45853,0.526653,C-coupled,ss,100.0,0.000125
299,0.0001,2737330.0,1.26044,0.597766,full-RC,ff,75.0,0.0001
