,icont,frequency,vc,vb,mode,corner,temperature,bias_current
300,0.000175,3818390.0,1.56693,0.419472,schematic,ss,50.0,0.000175
301,0.000175,5e-07,1.38179,0.383105,C-decoupled,ff,-25.0,0.000175
302,5e-05,1731770.0,1.02295,0.66626,C-decoupled,sf,100.0,5e-05
303,5e-05,1962260.0,0.995119,0.520308,C-coupled,sf,0.0,5e-05
304,0.000225,4227970.0,1.6188,0.335168,C-decoupled,ss,0.0,0.000225
305,7.5e-05,2704970.0,1.16548,0.578146,C-decoupled,fs,0.0,7.5e-05
306,0.00025,3932620.0,1.81336,0.430795,C-decoupled,tt,75.0,0.00025
307,0.0001,3395120.0,1.23581,0.494078,C-decoupled,fs,-25.0,0.0001
308,0.00025,4345660.0,1.66334,0.400185,C-decoupled,ff,27.0,0.00025
309,0.00025,4012330.0,1.71366,0.426726,C-coupled,ff,50.0,0.00025
310,0.000225,4339670.0,1.54644,0.381315,full-RC,ff,0.0,0.000225
311,0.000125,3690660.0,1.27878,0.401632,C-coupled,tt,-25.0,0.000125
312,0.00025,3852430.0,1.85221,0.473483,C-coupled,fs,75.0,0.00025
313,7.5e-05,2760570.0,1.15965,0.484406,full-RC,ss,0.0,7.5e-05
314,0.000225,3723320.0,1.73673,0.443067,C-coupled,tt,75.0,0.000225
315,0.00025,4175040.0,1.74253,0.354091,C-decoupled,ss,27.0,0.00025
316,5e-05,2251500.0,1.04244,0.515888,schematic,ss,-25.0,5e-05
317,5e-05,2116100.0,1.04354,0.515894,C-decoupled,ss,-25.0,5e-05
318,0.00015,3323720.0,1.45103,0.44843,C-decoupled,sf,75.0,0.00015
319,0.00015,3699210.0,1.41368,0.38027,C-coupled,ss,0.0,0.00015
320,0.00015,5e-07,1.34829,0.376691,schematic,tt,-25.0,0.00015
321,5e-05,1777560.0,1.04022,0.654848,C-decoupled,tt,50.0,5e-05
322,2.5e-05,896595.0,0.914006,0.602413,schematic,ss,-25.0,2.5e-05
323,0.0001,2812260.0,1.26044,0.597766,C-decoupled,ff,75.0,0.0001
324,0.0001,2622770.0,1.28348,0.630819,full-RC,ff,100.0,0.0001
325,0.00025,5e-07,1.55288,0.279222,C-decoupled,sf,-25.0,0.00025
326,0.00025,5071410.0,1.5548,0.34139,schematic,ff,-25.0,0.00025
327,0.0002,5e-07,1.43956,0.299602,C-decoupled,sf,-25.0,0.0002
328,0.0002,4166240.0,1.48452,0.395428,full-RC,ff,0.0,0.0002
329,2.5e-05,945415.0,0.864721,0.569262,schematic,sf,-25.0,2.5e-05
330,7.5e-05,2493130.0,1.19073,0.550398,full-RC,ss,50.0,7.5e-05
331,0.00015,3393540.0,1.41553,0.418046,full-RC,sf,50.0,0.00015
332,0.00015,3164240.0,1.56142,0.49946,full-RC,ss,100.0,0.00015
333,0.000175,3561910.0,1.65326,0.551975,schematic,fs,100.0,0.000175
334,0.0002,4045610.0,1.64614,0.40361,schematic,ss,50.0,0.0002
335,0.000225,4249390.0,1.60169,0.345467,schematic,sf,27.0,0.000225
336,7.5e-05,2833230.0,1.10823,0.551545,schematic,ff,0.0,7.5e-05
337,0.00025,5e-07,1.6256,0.298448,C-coupled,ss,-25.0,0.00025
338,7.5e-05,2302140.0,1.14977,0.653907,full-RC,ff,75.0,7.5e-05
339,0.000125,3178140.0,1.36308,0.493608,C-coupled,tt,50.0,0.000125
340,0.000225,4118000.0,1.63606,0.387864,C-coupled,tt,27.0,0.000225
341,0.00015,3988050.0,1.34829,0.376691,C-decoupled,tt,-25.0,0.00015
342,0.00015,3542290.0,1.38614,0.46686,C-coupled,ff,27.0,0.00015
343,5e-05,1945460.0,1.00231,0.559147,C-decoupled,sf,27.0,5e-05
344,0.000225,3973170.0,1.77716,0.418729,schematic,ss,75.0,0.000225
345,0.000175,3281320.0,1.58243,0.458605,C-coupled,sf,100.0,0.000175
346,7.5e-05,2393820.0,1.19546,0.644551,C-coupled,fs,50.0,7.5e-05
347,0.0001,2682510.0,1.34911,0.652658,C-decoupled,fs,100.0,0.0001
348,0.000225,5e-07,1.56895,0.3721,C-coupled,fs,-25.0,0.000225
349,0.000125,3057200.0,1.35989,0.556467,C-coupled,ff,75.0,0.000125
350,2.5e-05,5e-07,0.919143,0.776388,C-decoupled,fs,27.0,2.5e-05
351,0.00015,3760600.0,1.38188,0.406091,full-RC,tt,0.0,0.00015
352,0.0001,3221550.0,1.25302,0.43663,C-coupled,ss,0.0,0.0001
353,7.5e-05,2797810.0,1.11878,0.492593,schematic,sf,27.0,7.5e-05
354,0.000225,4443550.0,1.54644,0.381315,C-decoupled,ff,0.0,0.000225
355,0.000175,3865380.0,1.53199,0.44519,schematic,tt,50.0,0.000175
356,0.0002,3402740.0,1.6712,0.442085,C-coupled,sf,100.0,0.0002
357,0.00025,4070720.0,1.79265,0.444678,C-coupled,fs,50.0,0.00025
358,0.000125,3626540.0,1.34032,0.484592,C-decoupled,fs,0.0,0.000125
359,7.5e-05,2276080.0,1.21099,0.678301,full-RC,fs,75.0,7.5e-05
360,0.000175,3394190.0,1.61883,0.505146,C-decoupled,tt,100.0,0.000175
361,0.000125,3504030.0,1.30661,0.431811,full-RC,tt,0.0,0.000125
362,0.000125,3839680.0,1.31217,0.454619,C-decoupled,fs,-25.0,0.000125
363,0.000225,3764280.0,1.77476,0.486857,C-decoupled,fs,75.0,0.000225
364,7.5e-05,2253860.0,1.22744,0.712311,C-decoupled,fs,100.0,7.5e-05
365,0.00025,4200260.0,1.71878,0.360582,schematic,sf,50.0,0.00025
366,2.5e-05,397323.0,0.913084,0.852305,schematic,fs,75.0,2.5e-05
367,0.000225,4489210.0,1.56803,0.308289,C-decoupled,ss,-25.0,0.000225
368,0.0001,2990410.0,1.24807,0.501567,C-coupled,tt,27.0,0.0001
369,0.000225,3962940.0,1.73673,0.443067,schematic,tt,75.0,0.000225
370,5e-05,1476120.0,1.08726,0.788406,C-coupled,fs,100.0,5e-05
371,7.5e-05,2357870.0,1.16633,0.688582,schematic,ff,100.0,7.5e-05
372,0.000125,3547220.0,1.30523,0.413816,schematic,sf,27.0,0.000125
373,0.0001,2897300.0,1.30184,0.588064,C-coupled,fs,50.0,0.0001
374,0.00025,5e-07,1.62341,0.36003,schematic,fs,-25.0,0.00025
375,0.000225,4014820.0,1.5994,0.345404,C-decoupled,sf,27.0,0.000225
376,0.000125,3029760.0,1.45888,0.608683,C-decoupled,fs,100.0,0.000125
377,0.000125,3259960.0,1.42476,0.495493,schematic,ss,75.0,0.000125
378,7.5e-05,2302090.0,1.19425,0.65284,C-decoupled,tt,100.0,7.5e-05
379,0.000175,3724460.0,1.52975,0.392828,C-coupled,ss,27.0,0.000175
380,7.5e-05,2555340.0,1.13024,0.52383,C-decoupled,sf,50.0,7.5e-05
381,0.00025,4515350.0,1.66463,0.400224,schematic,ff,27.0,0.00025
382,5e-05,1735530.0,1.06566,0.683127,C-decoupled,fs,27.0,5e-05
383,0.000125,3065100.0,1.42597,0.495519,full-RC,ss,75.0,0.000125
384,0.000125,3502720.0,1.27711,0.461914,C-coupled,ff,0.0,0.000125
385,2.5e-05,5e-07,0.906719,0.758838,C-coupled,ss,75.0,2.5e-05
386,5e-05,1825240.0,1.06577,0.621437,C-coupled,ss,50.0,5e-05
387,0.00015,3288690.0,1.52172,0.545967,full-RC,fs,75.0,0.00015
388,0.00025,4159080.0,1.71366,0.426726,C-decoupled,ff,50.0,0.00025
389,0.0002,3709430.0,1.74369,0.532246,schematic,fs,100.0,0.0002
390,7.5e-05,2820160.0,1.1752,0.519786,schematic,ss,27.0,7.5e-05
391,0.000125,3049550.0,1.42723,0.57728,full-RC,fs,75.0,0.000125
392,7.5e-05,2532910.0,1.19073,0.550398,C-coupled,ss,50.0,7.5e-05
393,0.00025,3836590.0,1.84051,0.416811,schematic,sf,100.0,0.00025
394,2.5e-05,429120.0,0.882104,0.830834,full-RC,tt,100.0,2.5e-05
395,0.000175,4060970.0,1.37887,0.312903,C-coupled,sf,-25.0,0.000175
396,2.5e-05,715316.0,0.856941,0.688145,schematic,sf,50.0,2.5e-05
397,0.000175,3740830.0,1.49484,0.41792,full-RC,tt,27.0,0.000175
398,0.000175,3878750.0,1.48565,0.362003,full-RC,ss,0.0,0.000175
399,0.0002,3625350.0,1.69435,0.502722,full-RC,fs,75.0,0.0002
400,7.5e-05,2709940.0,1.17953,0.613785,schematic,fs,27.0,7.5e-05
401,0.0002,3474560.0,1.66808,0.514256,full-RC,ff,100.0,0.0002
402,0.00015,3281500.0,1.45148,0.526269,C-coupled,ff,75.0,0.00015
403,0.00015,3349870.0,1.52172,0.545967,C-decoupled,fs,75.0,0.00015
404,0.00025,5e-07,1.68133,0.324895,C-decoupled,ss,0.0,0.00025
405,2.5e-05,653494.0,0.908513,0.719266,C-decoupled,ss,50.0,2.5e-05
406,0.0001,2773660.0,1.25744,0.507996,C-coupled,sf,75.0,0.0001
407,0.0002,5e-07,1.43956,0.299602,C-coupled,sf,-25.0,0.0002
408,0.000225,3861740.0,1.6461,0.371255,C-decoupled,sf,50.0,0.000225
409,7.5e-05,2730040.0,1.14905,0.553327,schematic,tt,27.0,7.5e-05
410,0.000225,5e-07,1.58214,0.357411,C-coupled,tt,0.0,0.000225
411,0.000225,4200060.0,1.7184,0.457634,schematic,fs,50.0,0.000225
412,0.00015,3115850.0,1.56142,0.49946,C-coupled,ss,100.0,0.00015
413,0.00025,4148800.0,1.77217,0.455833,schematic,ff,75.0,0.00025
414,0.000175,3963690.0,1.41747,0.341139,C-decoupled,sf,0.0,0.000175
415,5e-05,1991440.0,1.05096,0.550591,C-coupled,ss,0.0,5e-05
416,0.0002,5e-07,1.44171,0.366522,full-RC,ff,-25.0,0.0002
417,7.5e-05,3105180.0,1.14307,0.452233,schematic,ss,-25.0,7.5e-05
418,7.5e-05,2478130.0,1.15091,0.653915,schematic,ff,75.0,7.5e-05
419,0.00025,4031410.0,1.75432,0.402307,C-coupled,tt,50.0,0.00025
420,0.000175,3620240.0,1.56819,0.419506,C-decoupled,ss,50.0,0.000175
421,0.0002,4434600.0,1.5187,0.370501,schematic,tt,0.0,0.0002
422,0.0001,2619660.0,1.34911,0.652658,full-RC,fs,100.0,0.0001
423,0.00015,3298120.0,1.48621,0.49687,full-RC,tt,75.0,0.00015
424,7.5e-05,2390420.0,1.17803,0.618463,C-decoupled,tt,75.0,7.5e-05
425,7.5e-05,2733550.0,1.1011,0.45639,C-decoupled,sf,0.0,7.5e-05
426,0.000175,3597890.0,1.53199,0.44519,C-coupled,tt,50.0,0.000175
427,2.5e-05,835270.0,0.915083,0.602419,C-decoupled,ss,-25.0,2.5e-05
428,0.0002,4090180.0,1.57349,0.454469,schematic,ff,50.0,0.0002
429,2.5e-05,503556.0,0.872141,0.663799,full-RC,ff,-25.0,2.5e-05
430,2.5e-05,538714.0,0.850942,0.768711,full-RC,sf,100.0,2.5e-05
431,0.000125,3383440.0,1.39415,0.464581,schematic,ss,50.0,0.000125
432,0.000175,3277730.0,1.58243,0.458605,full-RC,sf,100.0,0.000175
433,2.5e-05,474611.0,0.867183,0.746371,schematic,ff,27.0,2.5e-05
434,2.5e-05,731860.0,0.893509,0.632647,schematic,tt,-25.0,2.5e-05
435,0.000125,3155330.0,1.39535,0.464605,C-coupled,ss,50.0,0.000125
436,2.5e-05,478941.0,0.924366,0.695226,C-coupled,fs,-25.0,2.5e-05
437,0.000225,4154410.0,1.67315,0.431095,C-coupled,fs,27.0,0.000225
438,0.000125,5e-07,1.24571,0.350775,C-coupled,sf,-25.0,0.000125
439,0.00015,3968040.0,1.34829,0.376691,full-RC,tt,-25.0,0.00015
440,2.5e-05,628612.0,0.890855,0.67171,C-decoupled,tt,0.0,2.5e-05
441,0.000225,4272090.0,1.54604,0.315584,C-decoupled,sf,0.0,0.000225
442,0.000125,3313470.0,1.33686,0.464975,full-RC,tt,27.0,0.000125
443,0.0001,3403810.0,1.23053,0.406029,C-decoupled,ss,-25.0,0.0001
444,0.0002,4030120.0,1.53135,0.427125,C-decoupled,ff,27.0,0.0002
445,0.00025,4149620.0,1.74253,0.354091,C-coupled,ss,27.0,0.00025
446,0.0001,3249360.0,1.19194,0.411398,C-decoupled,sf,0.0,0.0001
447,0.0001,3232490.0,1.24807,0.501567,schematic,tt,27.0,0.0001
448,0.000175,3664930.0,1.61034,0.448801,schematic,ss,75.0,0.000175
449,0.000175,3743420.0,1.49484,0.41792,C-coupled,tt,27.0,0.000175
450,0.0001,3072810.0,1.23985,0.564924,schematic,ff,50.0,0.0001
451,0.000175,4434950.0,1.41318,0.357603,schematic,tt,-25.0,0.000175
452,0.0001,3004360.0,1.21506,0.445733,full-RC,sf,27.0,0.0001
453,0.0001,2924050.0,1.2616,0.597779,schematic,ff,75.0,0.0001
454,0.00015,3400870.0,1.45148,0.526269,C-decoupled,ff,75.0,0.00015
455,0.0002,4543420.0,1.44171,0.366522,C-decoupled,ff,-25.0,0.0002
456,7.5e-05,2701560.0,1.1011,0.45639,C-coupled,sf,0.0,7.5e-05
457,0.0001,3056490.0,1.21929,0.534954,C-decoupled,ff,27.0,0.0001
458,0.000225,3664370.0,1.75181,0.498339,full-RC,ff,100.0,0.000225
459,7.5e-05,2960840.0,1.14852,0.545639,schematic,fs,-25.0,7.5e-05
460,0.0001,3301490.0,1.17608,0.468564,full-RC,ff,-25.0,0.0001
461,2.5e-05,508062.0,0.885961,0.75084,C-coupled,tt,50.0,2.5e-05
462,0.0001,2917630.0,1.2387,0.564913,C-decoupled,ff,50.0,0.0001
463,0.000225,5e-07,1.49739,0.288571,C-coupled,sf,-25.0,0.000225
464,0.000175,4021780.0,1.41955,0.412535,full-RC,ff,0.0,0.000175
465,7.5e-05,2554240.0,1.17634,0.519795,full-RC,ss,27.0,7.5e-05
466,0.000175,3316800.0,1.61883,0.505146,full-RC,tt,100.0,0.000175
467,5e-05,2263180.0,0.990359,0.484856,schematic,sf,-25.0,5e-05
468,0.000125,2906400.0,1.45888,0.608683,C-coupled,fs,100.0,0.000125
469,0.000225,5e-07,1.6708,0.431022,schematic,fs,27.0,0.000225
470,7.5e-05,2904280.0,1.13317,0.51736,schematic,tt,0.0,7.5e-05
471,0.0002,4156380.0,1.5187,0.370501,C-coupled,tt,0.0,0.0002
472,0.000175,3792410.0,1.52975,0.392828,C-decoupled,ss,27.0,0.000175
473,5e-05,2055740.0,1.04354,0.515894,full-RC,ss,-25.0,5e-05
474,0.000125,3630710.0,1.24571,0.350775,full-RC,sf,-25.0,0.000125
475,0.00025,3959850.0,1.91385,0.502234,schematic,fs,100.0,0.00025
476,0.00015,3535250.0,1.41687,0.495221,C-decoupled,ff,50.0,0.00015
477,5e-05,2146450.0,0.997088,0.520319,schematic,sf,0.0,5e-05
478,7.5e-05,2967490.0,1.15852,0.484398,schematic,ss,0.0,7.5e-05
479,0.00015,3795340.0,1.35078,0.433937,C-coupled,ff,0.0,0.00015
480,2.5e-05,403374.0,0.862345,0.823489,schematic,ff,75.0,2.5e-05
481,7.5e-05,2786840.0,1.15965,0.484406,C-decoupled,ss,0.0,7.5e-05
482,0.000125,3278170.0,1.36035,0.473693,schematic,sf,75.0,0.000125
483,0.00015,4021500.0,1.31832,0.403911,full-RC,ff,-25.0,0.00015
484,2.5e-05,638306.0,0.905629,0.758832,schematic,ss,75.0,2.5e-05
485,0.0002,3776720.0,1.64608,0.473174,C-coupled,fs,50.0,0.0002
486,0.000225,3770760.0,1.77476,0.486857,full-RC,fs,75.0,0.000225
487,0.00015,3260010.0,1.52172,0.545967,C-coupled,fs,75.0,0.00015
488,0.0002,3835740.0,1.53116,0.357586,C-coupled,sf,27.0,0.0002
489,0.00025,5e-07,1.68133,0.324895,C-coupled,ss,0.0,0.00025
490,0.0001,3403070.0,1.19399,0.411422,schematic,sf,0.0,0.0001
491,0.000225,5e-07,1.67449,0.364819,C-coupled,ss,27.0,0.000225
492,0.0002,3495130.0,1.6712,0.442085,C-decoupled,sf,100.0,0.0002
493,0.0001,2885650.0,1.2985,0.499461,full-RC,ss,50.0,0.0001
494,2.5e-05,500449.0,0.924366,0.695226,C-decoupled,fs,-25.0,2.5e-05
495,0.00025,4264690.0,1.74021,0.418376,full-RC,fs,27.0,0.00025
496,0.00025,5e-07,1.55288,0.279222,full-RC,sf,-25.0,0.00025
497,0.0002,4183870.0,1.55452,0.414895,C-coupled,fs,0.0,0.0002
498,0.0001,3006560.0,1.21929,0.534954,full-RC,ff,27.0,0.0001
499,0.0001,3101880.0,1.29732,0.499444,schematic,ss,50.0,0.0001
500,0.000125,3291340.0,1.30312,0.41378,C-coupled,sf,27.0,0.000125
501,7.5e-05,2553920.0,1.14905,0.553327,C-coupled,tt,27.0,7.5e-05
502,0.0002,3553890.0,1.74992,0.461327,C-decoupled,ss,100.0,0.0002
503,0.000225,4652010.0,1.5477,0.381349,schematic,ff,0.0,0.000225
504,0.00025,5e-07,1.62573,0.360099,C-coupled,fs,-25.0,0.00025
505,0.0002,3959260.0,1.60376,0.377507,C-decoupled,ss,27.0,0.0002
506,0.000175,3374530.0,1.65558,0.552043,C-decoupled,fs,100.0,0.000175
507,0.000175,4098000.0,1.41955,0.412535,C-decoupled,ff,0.0,0.000175
508,0.000225,3605240.0,1.83275,0.516049,full-RC,fs,100.0,0.000225
509,0.000175,3360190.0,1.65558,0.552043,C-coupled,fs,100.0,0.000175
510,0.00025,4582710.0,1.6256,0.298448,full-RC,ss,-25.0,0.00025
511,5e-05,1675770.0,1.0774,0.75212,schematic,fs,75.0,5e-05
512,0.00015,3446460.0,1.48548,0.515391,full-RC,fs,50.0,0.00015
513,7.5e-05,2686100.0,1.10711,0.551538,C-decoupled,ff,0.0,7.5e-05
514,0.00025,3703920.0,1.83808,0.416727,C-decoupled,sf,100.0,0.00025
515,2.5e-05,808500.0,0.915083,0.602419,full-RC,ss,-25.0,2.5e-05
516,0.000225,3482050.0,1.75618,0.428358,full-RC,sf,100.0,0.000225
517,5e-05,1743410.0,1.07348,0.657444,C-coupled,ss,75.0,5e-05
518,0.00015,4073690.0,1.35197,0.433958,schematic,ff,0.0,0.00015
519,0.0001,2998640.0,1.21929,0.534954,C-coupled,ff,27.0,0.0001
520,0.000225,3930160.0,1.70147,0.399782,schematic,sf,75.0,0.000225
521,2.5e-05,429232.0,0.866105,0.746366,C-coupled,ff,27.0,2.5e-05
522,7.5e-05,2352550.0,1.17803,0.618463,full-RC,tt,75.0,7.5e-05
523,0.000225,4343140.0,1.54644,0.381315,C-coupled,ff,0.0,0.000225
524,0.0002,3964460.0,1.53135,0.427125,C-coupled,ff,27.0,0.0002
525,0.000175,4217930.0,1.44531,0.334022,C-decoupled,ss,-25.0,0.000175
526,0.0002,4030840.0,1.48329,0.327176,C-coupled,sf,0.0,0.0002
527,0.0002,4221430.0,1.5326,0.427157,schematic,ff,27.0,0.0002
528,7.5e-05,2356650.0,1.17803,0.618463,C-coupled,tt,75.0,7.5e-05
529,5e-05,2038840.0,1.05096,0.550591,C-decoupled,ss,0.0,5e-05
530,2.5e-05,756786.0,0.909298,0.683087,schematic,ss,27.0,2.5e-05
531,0.000225,3682020.0,1.7785,0.418773,C-coupled,ss,75.0,0.000225
532,5e-05,2142350.0,1.01967,0.547798,schematic,tt,-25.0,5e-05
533,2.5e-05,483396.0,0.883853,0.790766,C-decoupled,tt,75.0,2.5e-05
534,0.00015,3880280.0,1.3146,0.329413,full-RC,sf,-25.0,0.00015
535,0.000175,4239730.0,1.38179,0.383105,full-RC,ff,-25.0,0.000175
536,0.00025,4204840.0,1.66334,0.400185,full-RC,ff,27.0,0.00025
537,0.000175,4312870.0,1.42076,0.412561,schematic,ff,0.0,0.000175
538,5e-05,1537210.0,1.02162,0.725722,full-RC,ff,75.0,5e-05
539,0.00025,4327120.0,1.71497,0.426768,schematic,ff,50.0,0.00025
540,0.0002,3632980.0,1.61849,0.484324,full-RC,ff,75.0,0.0002
541,2.5e-05,406842.0,0.917062,0.812682,C-decoupled,fs,50.0,2.5e-05
542,2.5e-05,450268.0,0.921787,0.734067,full-RC,fs,0.0,2.5e-05
543,5e-05,1866510.0,1.06577,0.621437,C-decoupled,ss,50.0,5e-05
544,0.000125,3167130.0,1.32905,0.442308,C-coupled,sf,50.0,0.000125
545,7.5e-05,2856510.0,1.14419,0.452241,C-coupled,ss,-25.0,7.5e-05
546,5e-05,1984470.0,0.997211,0.580584,schematic,ff,-25.0,5e-05
547,2.5e-05,336960.0,0.859212,0.863811,C-coupled,ff,100.0,2.5e-05
548,2.5e-05,5e-07,0.882104,0.830834,C-decoupled,tt,100.0,2.5e-05
549,0.000225,3817530.0,1.79427,0.472066,schematic,tt,100.0,0.000225
550,0.000225,5e-07,1.49961,0.288623,schematic,sf,-25.0,0.000225
551,0.0001,3091600.0,1.2683,0.531158,schematic,tt,50.0,0.0001
552,0.00015,3419810.0,1.45033,0.466279,C-coupled,tt,50.0,0.00015
553,0.0002,3674300.0,1.65716,0.457582,C-decoupled,tt,75.0,0.0002
554,0.00025,5e-07,1.68002,0.324856,schematic,ss,0.0,0.00025
555,0.00025,3674680.0,1.91634,0.50233,full-RC,fs,100.0,0.00025
556,5e-05,1475150.0,1.08726,0.788406,full-RC,fs,100.0,5e-05
557,0.00025,3564800.0,1.92288,0.435296,C-coupled,ss,100.0,0.00025
558,0.0002,3665230.0,1.61849,0.484324,C-decoupled,ff,75.0,0.0002
559,7.5e-05,2738340.0,1.09308,0.518222,C-coupled,ff,-25.0,7.5e-05
560,0.000175,3705330.0,1.54022,0.428855,schematic,sf,75.0,0.000175
561,0.000125,3718060.0,1.30786,0.374417,C-coupled,ss,-25.0,0.000125
562,0.000225,5e-07,1.56895,0.3721,full-RC,fs,-25.0,0.000225
563,0.000125,2907500.0,1.45888,0.608683,full-RC,fs,100.0,0.000125
564,5e-05,1989710.0,1.05096,0.550591,full-RC,ss,0.0,5e-05
565,5e-05,2163880.0,1.04985,0.550585,schematic,ss,0.0,5e-05
566,0.00015,3287370.0,1.52177,0.469224,C-decoupled,ss,75.0,0.00015
567,2.5e-05,337074.0,0.9134,0.892069,full-RC,fs,100.0,2.5e-05
568,5e-05,1819910.0,1.0085,0.592608,C-coupled,sf,50.0,5e-05
569,7.5e-05,2390050.0,1.14532,0.558172,full-RC,sf,75.0,7.5e-05
570,0.000125,3632690.0,1.33672,0.403961,C-decoupled,ss,0.0,0.000125
571,2.5e-05,5e-07,0.883853,0.790766,C-coupled,tt,75.0,2.5e-05
572,0.0002,4075500.0,1.48329,0.327176,full-RC,sf,0.0,0.0002
573,0.00025,5e-07,1.60589,0.369402,full-RC,ff,0.0,0.00025
574,5e-05,1947280.0,1.04917,0.609801,schematic,fs,-25.0,5e-05
575,0.0002,3521800.0,1.66808,0.514256,C-coupled,ff,100.0,0.0002
576,0.00015,3103290.0,1.56032,0.576645,full-RC,fs,100.0,0.00015
577,5e-05,1810390.0,1.08062,0.693738,schematic,ss,100.0,5e-05
578,0.00015,3155780.0,1.48837,0.557393,full-RC,ff,100.0,0.00015
579,0.0002,4372530.0,1.55251,0.347287,schematic,ss,0.0,0.0002
580,0.0002,4070240.0,1.55376,0.34732,full-RC,ss,0.0,0.0002
581,0.000225,4615310.0,1.58214,0.357411,schematic,tt,0.0,0.000225
582,0.000225,3731020.0,1.77476,0.486857,C-coupled,fs,75.0,0.000225
583,0.0002,3613960.0,1.7486,0.461284,schematic,ss,100.0,0.0002
584,2.5e-05,605273.0,0.890855,0.67171,C-coupled,tt,0.0,2.5e-05
585,2.5e-05,530402.0,0.905287,0.798599,full-RC,ss,100.0,2.5e-05
586,2.5e-05,467633.0,0.86917,0.703329,full-RC,ff,0.0,2.5e-05
587,0.000125,4009090.0,1.30669,0.374398,schematic,ss,-25.0,0.000125
588,0.00015,3336550.0,1.56016,0.499427,schematic,ss,100.0,0.00015
589,2.5e-05,578235.0,0.906719,0.758838,full-RC,ss,75.0,2.5e-05
590,0.00025,5e-07,1.58908,0.319092,full-RC,tt,-25.0,0.00025
591,0.00015,3587580.0,1.45331,0.487492,C-coupled,fs,27.0,0.00015
592,0.000225,3829750.0,1.83032,0.515962,schematic,fs,100.0,0.000225
593,0.00015,3111820.0,1.4889,0.479014,C-coupled,sf,100.0,0.00015
594,2.5e-05,445733.0,0.866105,0.746366,C-decoupled,ff,27.0,2.5e-05
595,0.000175,3551020.0,1.56819,0.419506,full-RC,ss,50.0,0.000175
596,2.5e-05,804173.0,0.915083,0.602419,C-coupled,ss,-25.0,2.5e-05
597,0.000225,5e-07,1.56895,0.3721,C-decoupled,fs,-25.0,0.000225
598,0.00025,4424790.0,1.7412,0.354048,schematic,ss,27.0,0.00025
599,0.0001,3178790.0,1.25768,0.524884,full-RC,fs,0.0,0.0001
